PERSON,SOURCE,COUNTRY,DIVISION,HAUL_ID,DAY,MONTH,YEAR,LAT,LON,DEPTH_M
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340070,7,8,2013,61.38799,-5.7804,209.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340071,7,8,2013,61.29943,-6.0868,234.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340080,8,8,2013,60.801215,-6.807925,209
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340084,8,8,2013,60.661935,-6.43876,235.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340085,8,8,2013,60.693255,-6.407175,209
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340088,9,8,2013,60.85366,-5.73674,409.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340090,9,8,2013,61.028285,-5.38167,343
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340092,9,8,2013,61.27311,-5.292135,225
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340093,9,8,2013,61.36549,-5.195425,211.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340094,9,8,2013,61.45534,-5.0123,233
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340095,9,8,2013,61.538125,-4.880925,222.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340096,9,8,2013,61.628855,-4.792135,312
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340097,10,8,2013,61.72314,-5.066415,237
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340099,10,8,2013,61.54089,-5.231525,286.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340100,10,8,2013,61.607385,-5.39895,304
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340101,10,8,2013,61.544335,-5.77487,187
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340107,10,8,2013,61.808545,-6.242175,110
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340117,11,8,2013,62.20693,-6.08767,104.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340122,11,8,2013,62.535305,-5.923545,157.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340123,11,8,2013,62.474195,-5.785875,154
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340125,11,8,2013,62.29856,-5.825965,137
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340126,12,8,2013,62.217875,-5.80655,177.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340127,12,8,2013,62.18689,-5.621205,227
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340128,12,8,2013,62.221345,-5.439205,181
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340130,12,8,2013,62.339735,-5.105085,192.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340131,12,8,2013,62.20718,-5.09085,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340133,12,8,2013,62.0483,-5.453875,213.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340138,13,8,2013,62.094735,-5.559475,157
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340139,13,8,2013,62.04968,-5.674475,168
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340140,13,8,2013,61.99506,-5.742795,236.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13340141,13,8,2013,61.963595,-5.942615,159
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360013,16,8,2013,62.524915,-7.570945,128
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360014,16,8,2013,62.514475,-7.753865,157
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360016,17,8,2013,62.433195,-7.89909,138
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360020,17,8,2013,62.52042,-8.213965,433
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360021,17,8,2013,62.59525,-7.919925,337.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360022,17,8,2013,62.62572,-7.602175,179
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360023,17,8,2013,62.675505,-7.578485,325.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360024,17,8,2013,62.692775,-7.415215,231
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360025,17,8,2013,62.703385,-7.25605,179.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360026,17,8,2013,62.761315,-7.24987,411
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360027,17,8,2013,62.691825,-7.116755,168
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360028,18,8,2013,62.628915,-7.104255,152
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360029,18,8,2013,62.60935,-6.94314,144.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360036,18,8,2013,62.757575,-6.909345,273
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360037,18,8,2013,62.76294,-6.586685,317
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360038,18,8,2013,62.734375,-6.4145,270.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360039,18,8,2013,62.753925,-6.25305,357.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360040,18,8,2013,62.71463,-6.27429,267.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360041,19,8,2013,62.637175,-6.11026,184
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360042,19,8,2013,62.594035,-5.928955,181
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360044,19,8,2013,62.510005,-5.569725,207
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360045,19,8,2013,62.45131,-5.4545,193
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360046,19,8,2013,62.37605,-5.418185,200
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360047,19,8,2013,62.44485,-5.206875,181.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360048,19,8,2013,62.509475,-5.235695,249
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360049,19,8,2013,62.44501,-4.9153,385.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360050,19,8,2013,62.426435,-4.5939,388.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360051,19,8,2013,62.36315,-4.574385,329
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360052,19,8,2013,62.293695,-4.46442,292.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360060,20,8,2013,61.965925,-4.402445,358.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360061,20,8,2013,61.87818,-4.63866,289
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360062,20,8,2013,61.80716,-4.737525,244.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360063,20,8,2013,61.946225,-4.93368,194
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360064,21,8,2013,62.10736,-4.607425,266.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360065,21,8,2013,62.203255,-4.453475,276
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360066,21,8,2013,62.201875,-4.786015,233
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360067,21,8,2013,62.049285,-4.901735,183.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360068,21,8,2013,61.871625,-4.938615,211
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,13360069,21,8,2013,61.796525,-5.17929,218.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280001,1,8,2014,61.801305,-5.568765,159.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280002,1,8,2014,61.72319,-5.415875,169.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280003,1,8,2014,61.620785,-5.436885,303.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280004,1,8,2014,61.562765,-5.27859,301
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280005,1,8,2014,61.542545,-4.89914,221.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280006,1,8,2014,61.4564,-5.022015,234
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280007,1,8,2014,61.38254,-5.1909,223
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280008,1,8,2014,61.296865,-5.24851,226
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280009,1,8,2014,61.23956,-5.57579,215.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280010,1,8,2014,61.28678,-6.073015,244
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280016,2,8,2014,61.46735,-6.106105,188.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280017,2,8,2014,61.53555,-6.177425,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280018,2,8,2014,61.613525,-6.12651,217
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280022,2,8,2014,61.779735,-6.3546,92.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280023,2,8,2014,61.8082,-6.266,105.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280025,2,8,2014,61.956375,-6.354475,100
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280026,2,8,2014,61.98596,-6.245155,122
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280032,3,8,2014,62.12868,-6.16317,104.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280033,3,8,2014,62.20451,-6.08872,103
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280036,3,8,2014,62.44451,-6.0676,102
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280037,3,8,2014,62.38795,-5.952705,103
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280038,3,8,2014,62.292615,-5.82426,136.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280039,3,8,2014,62.20898,-5.7955,187
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280040,3,8,2014,62.207945,-5.593515,225
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280041,3,8,2014,62.21512,-5.434525,172.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280042,4,8,2014,62.137345,-5.545455,158.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280043,4,8,2014,62.05225,-5.67748,170.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280045,4,8,2014,61.90751,-5.42595,184.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280048,4,8,2014,61.62371,-4.80079,301
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280049,4,8,2014,61.785395,-4.674535,306
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280050,4,8,2014,61.87053,-4.642835,291
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280051,4,8,2014,61.87123,-4.89341,207
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280052,4,8,2014,61.953275,-4.922625,192.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280054,4,8,2014,61.95374,-4.425015,366
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280055,5,8,2014,62.02839,-4.28867,337
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280056,5,8,2014,62.11978,-4.237325,296.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280060,5,8,2014,62.29835,-4.095975,367
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280061,5,8,2014,62.344775,-4.237105,350
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280062,5,8,2014,62.29851,-4.45569,293
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280063,5,8,2014,62.21238,-4.447265,275.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280064,5,8,2014,62.145215,-4.59525,268
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280065,5,8,2014,62.20048,-4.72412,254
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280066,5,8,2014,62.3677,-4.56843,329
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280067,5,8,2014,62.42709,-4.569205,392
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280070,6,8,2014,61.996575,-5.760345,235.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280071,6,8,2014,62.039455,-5.439795,212.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280073,6,8,2014,62.222145,-5.089115,184
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280074,7,8,2014,62.280935,-5.29855,169.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280075,7,8,2014,62.367915,-5.01568,231.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280076,7,8,2014,62.426025,-4.905085,357.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280077,7,8,2014,62.460535,-5.203245,182.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280078,7,8,2014,62.507915,-5.25853,228
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280079,7,8,2014,62.467095,-5.38673,190.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280080,7,8,2014,62.37997,-5.421025,197.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280081,7,8,2014,62.510235,-5.578635,205.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280082,7,8,2014,62.4518,-5.72446,161
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280083,7,8,2014,62.52667,-5.880725,153.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280084,7,8,2014,62.593425,-5.91175,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280086,7,8,2014,62.62289,-6.08185,180
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280087,8,8,2014,62.70101,-6.225225,255
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280088,8,8,2014,62.753735,-6.23692,360
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280089,8,8,2014,62.73662,-6.407025,277.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280090,8,8,2014,62.781005,-6.58301,371.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280092,8,8,2014,62.75678,-6.909675,263.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280093,8,8,2014,62.761415,-7.24616,413
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280094,8,8,2014,62.694,-7.407335,230
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280095,8,8,2014,62.676655,-7.55093,289.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280096,8,8,2014,62.632775,-7.56786,180
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280099,8,8,2014,62.629645,-7.05398,137
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280100,9,8,2014,62.61073,-6.94647,142.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280101,9,8,2014,62.557545,-6.91683,120.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280103,9,8,2014,62.631355,-6.566185,166.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280115,10,8,2014,62.526945,-7.58335,139
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280116,10,8,2014,62.51558,-7.744525,152
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280117,10,8,2014,62.59507,-7.90442,308
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280118,10,8,2014,62.51886,-8.221735,437
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280120,10,8,2014,62.45361,-8.878875,480.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280122,10,8,2014,62.29174,-8.610245,219.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280125,10,8,2014,62.294735,-8.23753,129
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280133,11,8,2014,62.04782,-8.692095,245
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280134,11,8,2014,61.96443,-8.684055,293
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280135,11,8,2014,61.808175,-8.53843,279.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280136,11,8,2014,61.68748,-8.2857,188
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280137,11,8,2014,61.620905,-8.275795,474.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280138,12,8,2014,61.53553,-8.031045,274.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280139,12,8,2014,61.61065,-7.93612,336
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280140,12,8,2014,61.690775,-7.91034,268
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14280141,12,8,2014,61.69342,-7.779635,337.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300001,15,8,2014,61.03059,-5.376675,340
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300002,15,8,2014,60.88721,-5.56714,430
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300003,15,8,2014,60.85641,-5.73304,407
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300004,16,8,2014,60.714775,-6.061305,452
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300005,16,8,2014,60.69005,-6.401605,211
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300008,16,8,2014,60.704075,-6.8829,289
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300009,16,8,2014,60.79374,-6.80726,209.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300010,16,8,2014,60.8719,-6.87511,211.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300015,16,8,2014,61.11009,-6.899835,170
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300017,17,8,2014,61.61116,-7.27014,125.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300018,17,8,2014,61.871075,-7.306795,113.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300023,17,8,2014,61.72322,-7.09216,76
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300025,17,8,2014,61.396335,-7.11672,141.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300026,17,8,2014,61.29706,-7.195375,190
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300028,18,8,2014,61.040255,-7.033345,250
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300029,18,8,2014,61.02522,-6.96833,230.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300033,18,8,2014,61.11878,-6.37859,198.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300034,18,8,2014,61.20245,-6.401585,212
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300037,18,8,2014,61.211815,-6.785615,132
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300039,19,8,2014,61.462535,-7.447305,176.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300040,19,8,2014,61.472635,-7.58478,231.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300041,19,8,2014,61.462765,-7.90688,204.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300043,19,8,2014,61.598595,-7.58279,200
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300052,20,8,2014,61.954035,-8.094235,139
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300054,20,8,2014,62.37481,-9.0097,482.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300055,20,8,2014,62.373525,-8.942125,456.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300056,20,8,2014,62.29915,-8.985175,450.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300057,20,8,2014,62.22355,-9.027615,435.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300058,20,8,2014,62.20075,-8.71423,263.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300059,20,8,2014,62.21005,-8.35357,138.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,14300063,21,8,2014,62.4332,-7.910285,136.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280001,6,8,2015,61.96043,-5.847085,229
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280002,6,8,2015,61.808015,-5.577035,159
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280003,7,8,2015,61.71708,-5.41423,168
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280004,7,8,2015,61.60181,-5.38696,306.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280006,7,8,2015,61.55926,-5.271155,301.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280007,7,8,2015,61.455735,-5.0281,236
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280009,7,8,2015,61.29727,-5.25078,224.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280010,7,8,2015,61.24016,-5.572175,216
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280011,7,8,2015,61.292365,-6.09649,233
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280012,7,8,2015,61.36917,-5.78477,220
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280013,7,8,2015,61.535625,-5.77304,189
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280014,7,8,2015,61.544545,-5.915125,171.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280015,8,8,2015,61.459125,-6.15335,202
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280016,8,8,2015,61.540155,-6.17669,209
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280034,9,8,2015,62.605905,-6.931175,140.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280035,9,8,2015,62.634055,-6.57012,166
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280036,9,8,2015,62.55001,-6.52584,115
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280037,9,8,2015,62.550955,-6.254325,110.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,15280041,10,8,2015,62.297875,-5.82265,138.5
